date,v7_0_taa
2019-02-27,1.0967470586454369
2019-02-28,1.0935101158245102
2019-03-01,1.100918079550784
2019-03-04,1.1017254629712527
2019-03-05,1.1111106542585105
2019-03-06,1.1209168378876255
2019-03-07,1.116435382053919
2019-03-08,1.1065947890922097
2019-03-11,1.124790958690721
2019-03-12,1.132586602951671
2019-03-13,1.1226259960343112
2019-03-14,1.1125884298402637
2019-03-15,1.1166367262304286
2019-03-18,1.1315101279723774
2019-03-19,1.1333823602170312
2019-03-20,1.1305183190059631
2019-03-21,1.1385265518762664
2019-03-22,1.1387127661807592
2019-03-25,1.1328537602628397
2019-03-26,1.1215553168421621
2019-03-27,1.1261087677676465
2019-03-28,1.120579596755533
2019-03-29,1.123688317360796
2019-04-01,1.1380760748014989
2019-04-02,1.1385510075279905
2019-04-03,1.1454741865988163
2019-04-04,1.1504798267194494
2019-04-08,1.149699276568567
2019-04-09,1.1523258064247048
2019-04-10,1.1558499981309434
2019-04-11,1.1488339474144043
2019-04-12,1.1401300851762273
2019-04-15,1.1318800934805566
2019-04-16,1.144033733201183
2019-04-17,1.1396303394731337
2019-04-18,1.1337544065288512
2019-04-19,1.1419403199171048
2019-04-22,1.135211315556767
2019-04-23,1.1268294410322768
2019-04-24,1.1284895306132414
2019-04-25,1.1195283974375438
2019-04-26,1.1159619303405535
2019-04-29,1.1106364442998982
2019-04-30,1.1135070099563091
2019-05-06,1.0815339496979208
2019-05-07,1.0847785466360005
2019-05-08,1.0835226403737854
2019-05-09,1.0791073512642604
2019-05-10,1.0966959692272993
2019-05-13,1.092461628911125
2019-05-14,1.0969609788832464
2019-05-15,1.1044515568125512
2019-05-16,1.110620173319039
2019-05-17,1.094877248915118
2019-05-20,1.086418200296105
2019-05-21,1.0936809380639898
2019-05-22,1.092378002225983
2019-05-23,1.0841326056590297
2019-05-24,1.0860117377140688
2019-05-27,1.0969289548219092
2019-05-28,1.096996042329718
2019-05-29,1.0987205277502494
2019-05-30,1.093985035075891
2019-05-31,1.0994138105016082
2019-06-03,1.1051131339958769
2019-06-04,1.1065992858373421
2019-06-05,1.1090185882315702
2019-06-06,1.100283829725954
2019-06-10,1.1039734199207605
2019-06-11,1.11912810222912
2019-06-12,1.1217453658817798
2019-06-13,1.1240441401891865
2019-06-14,1.127588656590282
2019-06-17,1.1185239343818754
2019-06-18,1.1242070406371258
2019-06-19,1.1277903242280383
2019-06-20,1.1538357111017032
2019-06-21,1.1651491298818908
2019-06-24,1.1688921361361206
2019-06-25,1.177359286248512
2019-06-26,1.1655915892279989
2019-06-27,1.1698195457190153
2019-06-28,1.1648238971113198
2019-07-01,1.1783103624023223
2019-07-02,1.179911918153817
2019-07-03,1.1849210252426883
2019-07-04,1.1744228775075878
2019-07-05,1.1811588636059516
2019-07-08,1.1550487709000432
2019-07-09,1.152672828400799
2019-07-10,1.1525322269594709
2019-07-11,1.1588975924451868
2019-07-12,1.1599675514040373
2019-07-15,1.1712053726047733
2019-07-16,1.170944780575728
2019-07-17,1.1717401921670356
2019-07-18,1.1667376245280707
2019-07-19,1.179549277405306
2019-07-22,1.1658151433332424
2019-07-23,1.1710412963300862
2019-07-24,1.1833904920640241
2019-07-25,1.1902621097633397
2019-07-26,1.1890351395103147
2019-07-29,1.1913630932950523
2019-07-30,1.1953073213947731
2019-07-31,1.1938635279936918
2019-08-01,1.1831806581026207
2019-08-02,1.1799395725558177
2019-08-05,1.1777062931810764
2019-08-06,1.1627256211810797
2019-08-07,1.1632558606696288
2019-08-08,1.1789167726253205
2019-08-09,1.1706668238187836
2019-08-12,1.1897959637632756
2019-08-13,1.1909456532500675
2019-08-14,1.1857079491511426
2019-08-15,1.1984741190694792
2019-08-16,1.2034830513330659
2019-08-19,1.2341743955476816
2019-08-20,1.227791328858918
2019-08-21,1.2296294994529013
2019-08-22,1.2316987107150588
2019-08-23,1.2319504155091514
2019-08-26,1.2379144972502036
2019-08-27,1.2527627627023137
2019-08-28,1.2511377833391353
2019-08-29,1.2565855968096535
2019-08-30,1.2498443614625445
2019-09-02,1.273036239474659
2019-09-03,1.2811568778968878
2019-09-04,1.2959371471088497
2019-09-05,1.3060080703100552
2019-09-06,1.3009327419483527
2019-09-09,1.3256643337627487
2019-09-10,1.3142307610038861
2019-09-11,1.3065398227111609
2019-09-12,1.3132268703167913
2019-09-16,1.3146614088422273
2019-09-17,1.2901419890001482
2019-09-18,1.2921714772651005
2019-09-19,1.3059610945654405
2019-09-20,1.3115335815807792
2019-09-23,1.3126363727087111
2019-09-24,1.3160749432023604
2019-09-25,1.2986227779726267
2019-09-26,1.2688216270166324
2019-09-27,1.2759581838445988
2019-09-30,1.25944062139584
2019-10-08,1.2588448468853375
2019-10-09,1.2728288399598622
2019-10-10,1.2806345443492617
2019-10-11,1.2838808973539497
2019-10-14,1.2916563735734061
2019-10-15,1.28077442634954
2019-10-16,1.273379316897139
2019-10-17,1.2760293362352595
2019-10-18,1.2592814958718417
2019-10-21,1.2600313163881274
2019-10-22,1.267386197831542
2019-10-23,1.2625375422379945
2019-10-24,1.2605885458447204
2019-10-25,1.2721532857307927
2019-10-28,1.2859314463712257
2019-10-29,1.2718061456056826
2019-10-30,1.267816960245054
2019-10-31,1.2649940406060602
2019-11-01,1.281019793860839
2019-11-04,1.285815701821317
2019-11-05,1.2923916034478033
2019-11-06,1.2794073890996966
2019-11-07,1.2856880811073168
2019-11-08,1.2773090756918972
2019-11-11,1.2553829718138296
2019-11-12,1.2515070780185693
2019-11-13,1.2610703725514483
2019-11-14,1.269056594506193
2019-11-15,1.261566988328575
2019-11-18,1.2664591652619699
2019-11-19,1.2855721490784173
2019-11-20,1.2771122851128125
2019-11-21,1.274275877523905
2019-11-22,1.2575516922241088
2019-11-25,1.2503959579068726
2019-11-26,1.2525508114757047
2019-11-27,1.259728491042548
2019-11-28,1.2576416621690112
2019-11-29,1.2538650664569455
2019-12-02,1.2600969010067855
2019-12-03,1.26810205537002
2019-12-04,1.2759192158577437
2019-12-05,1.2831932273476492
2019-12-06,1.2892545379574285
2019-12-09,1.2876017405967468
2019-12-10,1.2944785552299083
2019-12-11,1.2929691859205918
2019-12-12,1.297991559682973
2019-12-13,1.3072261509897736
2019-12-16,1.3211782746625012
2019-12-17,1.3330433054253172
2019-12-18,1.3306844788323489
2019-12-19,1.3274278132951502
2019-12-20,1.3236952448175598
2019-12-23,1.3055191726223876
2019-12-24,1.3198979020760533
2019-12-25,1.3339157468457277
2019-12-26,1.3385307811944687
2019-12-27,1.3313643889187468
2019-12-30,1.3432782785941562
2019-12-31,1.3494330241813293
2020-01-02,1.3653562489257631
2020-01-03,1.3723192970090075
2020-01-06,1.3867730436787276
2020-01-07,1.3903778720882067
2020-01-08,1.3870440683298708
2020-01-09,1.3833839987844359
2020-01-10,1.3877849221616512
2020-01-13,1.4055826458382845
2020-01-14,1.3944474089478514
2020-01-15,1.3997466827244307
2020-01-16,1.3993588272622979
2020-01-17,1.397493929549495
2020-01-20,1.415672227039526
2020-01-21,1.4081702259146658
2020-01-22,1.4169897431878538
2020-01-23,1.383768396208864
2020-02-03,1.3028010765600442
2020-02-04,1.3382411213870824
2020-02-05,1.353145542146436
2020-02-06,1.3805242770843014
2020-02-07,1.3921794223511255
2020-02-10,1.3969350894846184
2020-02-11,1.397924384807774
2020-02-12,1.4196099370552855
2020-02-13,1.419395094348132
2020-02-14,1.4237721713976172
2020-02-17,1.4599678891209085
2020-02-18,1.4725186318610293
2020-02-19,1.471001322614766
2020-02-20,1.4987512281753608
2020-02-21,1.5223045013964034
2020-02-24,1.5442241781289627
2020-02-25,1.5411582048873365
2020-02-26,1.5044800622918004
2020-02-27,1.5010847288718974
2020-02-28,1.4467519479800561
2020-03-02,1.4649069528295555
2020-03-03,1.4716218472544842
2020-03-04,1.4798572889427233
2020-03-05,1.4972008114050097
2020-03-06,1.4962010740012102
2020-03-09,1.447459621885028
2020-03-10,1.4728112971947003
2020-03-11,1.456771638692448
2020-03-12,1.436590401271043
2020-03-13,1.4169126025050163
2020-03-16,1.3520813950194066
2020-03-17,1.331700880802638
2020-03-18,1.3285060973366076
2020-03-19,1.3318835456668467
2020-03-20,1.3428658578619175
2020-03-23,1.2986382822559464
2020-03-24,1.3405042834383158
2020-03-25,1.3719209009342572
2020-03-26,1.3621481255967545
2020-03-27,1.363012748953939
2020-03-30,1.3425547016259887
2020-03-31,1.342928993152421
2020-04-01,1.3377515369266924
2020-04-02,1.371101311121122
2020-04-03,1.3643072485748335
2020-04-07,1.4041249452523274
2020-04-08,1.4011174040663215
2020-04-09,1.4082262983078258
2020-04-10,1.3900517651718516
2020-04-13,1.3777261245143517
2020-04-14,1.4068458448446401
2020-04-15,1.4033909479220528
2020-04-16,1.416315737034449
2020-04-17,1.4185462000853555
2020-04-20,1.4267825228703628
2020-04-21,1.418469866701477
2020-04-22,1.4270837665040739
2020-04-23,1.427159650662141
2020-04-24,1.4166406945208156
2020-04-27,1.4130021727832995
2020-04-28,1.4169836230587858
2020-04-29,1.4208529829578356
2020-04-30,1.4522477597878274
2020-05-06,1.4712379801063848
2020-05-07,1.4661498454760395
2020-05-08,1.4821542598920885
2020-05-11,1.474991055277297
2020-05-12,1.480245980154128
2020-05-13,1.486293251546164
2020-05-14,1.4806124411071393
2020-05-15,1.4921520411200435
2020-05-18,1.4941565641647125
2020-05-19,1.5063361097578902
2020-05-20,1.500064043413565
2020-05-21,1.4805798526558787
2020-05-22,1.4568726022387544
2020-05-25,1.4526176676676417
2020-05-26,1.4777074749904917
2020-05-27,1.4598375318322785
2020-05-28,1.4583378899374055
2020-05-29,1.466273810959967
2020-06-01,1.5093814547472568
2020-06-02,1.5092342162027845
2020-06-03,1.5036943337248534
2020-06-04,1.501632438551852
2020-06-05,1.5099025679685234
2020-06-08,1.5036368282290233
2020-06-09,1.5142512007183226
2020-06-10,1.5191420221856442
2020-06-11,1.5164049058488351
2020-06-12,1.5197638091871657
2020-06-15,1.5088727662720816
2020-06-16,1.5294416275516802
2020-06-17,1.5322883520909214
2020-06-18,1.5398124413524665
2020-06-19,1.5563711390855326
2020-06-22,1.5713091105777959
2020-06-23,1.5806696298387284
2020-06-24,1.589876454383635
2020-06-29,1.5808930131891599
2020-06-30,1.602477461774339
2020-07-01,1.6164866620201153
2020-07-02,1.6334524357251246
2020-07-03,1.6541016182618364
2020-07-06,1.7273873243734348
2020-07-07,1.733024343348868
2020-07-08,1.7632926659931778
2020-07-09,1.801219487734527
2020-07-10,1.791875610247162
2020-07-13,1.8366083872788614
2020-07-14,1.8200116682063174
2020-07-15,1.7921435561260048
2020-07-16,1.7142286061504202
2020-07-17,1.7171320328690294
2020-07-20,1.7530691189675063
2020-07-21,1.7621032427369
2020-07-22,1.7887454184898806
2020-07-23,1.7914840643703183
2020-07-24,1.7261516388782112
2020-07-27,1.7423083644163435
2020-07-28,1.7535540724455263
2020-07-29,1.7989531012693916
2020-07-30,1.7853217023382646
2020-07-31,1.809458585429352
2020-08-03,1.835836541042554
2020-08-04,1.8263331569061136
2020-08-05,1.8547969145769454
2020-08-06,1.856650135981249
2020-08-07,1.8405980189379332
2020-08-10,1.8361028319035884
2020-08-11,1.8023624204900712
2020-08-12,1.7456343799577123
2020-08-13,1.7548550638342644
2020-08-14,1.779384970484652
2020-08-17,1.8042353904309336
2020-08-18,1.8210246476521863
2020-08-19,1.786344225228623
2020-08-20,1.7591113914348453
2020-08-21,1.768274018360048
2020-08-24,1.7734759432452012
2020-08-25,1.772791692280882
2020-08-26,1.748272376967646
2020-08-27,1.772481405346759
2020-08-28,1.7952473406589269
2020-08-31,1.7860018109298226
2020-09-01,1.800197382053945
2020-09-02,1.7927363254172222
2020-09-03,1.777944136398287
2020-09-04,1.7747062301214518
2020-09-07,1.740109787786858
2020-09-08,1.742747923413764
2020-09-09,1.7097842543104822
2020-09-10,1.688865431781885
2020-09-11,1.7067781102515955
2020-09-14,1.7187328760089495
2020-09-15,1.7286711849565872
2020-09-16,1.718507288399463
2020-09-17,1.7184204018145073
2020-09-18,1.7452898268502641
2020-09-21,1.7331343627392044
2020-09-22,1.7068401090564853
2020-09-23,1.7101724213585139
2020-09-24,1.680182084841891
2020-09-25,1.6829060760639456
2020-09-28,1.6734973837602036
2020-09-29,1.69266876055385
2020-09-30,1.6893617053933205
2020-10-09,1.724706396431635
2020-10-12,1.7774871241621257
2020-10-13,1.7782226412312763
2020-10-14,1.762033299608539
2020-10-15,1.7541933795555902
2020-10-16,1.7483898079666258
2020-10-19,1.7355494261691058
2020-10-20,1.7466911852829965
2020-10-21,1.7349155083514969
2020-10-22,1.7277913481433373
2020-10-23,1.7024953632701894
2020-10-26,1.6989975629630527
2020-10-27,1.7086598912435962
2020-10-28,1.717353702714172
2020-10-29,1.718101522211685
2020-10-30,1.6973748194130982
2020-11-02,1.7157967581550093
2020-11-03,1.7371171328673187
2020-11-04,1.741112403897825
2020-11-05,1.7622594445151365
2020-11-06,1.761425810313878
2020-11-09,1.805627401191949
2020-11-10,1.777514889988329
2020-11-11,1.7458616707084167
2020-11-12,1.7466654163388184
2020-11-13,1.7466030024953791
2020-11-16,1.7540499787237525
2020-11-17,1.7460351016182152
2020-11-18,1.7364227257029177
2020-11-19,1.7447537309473786
2020-11-20,1.7525533434283904
2020-11-23,1.7644653230292535
2020-11-24,1.7523032311464313
2020-11-25,1.7296153528410787
2020-11-26,1.7258658395597901
2020-11-27,1.7360179246517666
2020-11-30,1.7212160578655447
2020-12-01,1.7478346977417976
2020-12-02,1.7579924357733727
2020-12-03,1.7651771074836444
2020-12-04,1.771306854163301
2020-12-07,1.7636443236589654
2020-12-08,1.771545594150847
2020-12-09,1.7461367103853247
2020-12-10,1.7449120314652475
2020-12-11,1.7275105984110501
2020-12-14,1.7418197752108513
2020-12-15,1.747968916185386
2020-12-16,1.7474330742154474
2020-12-17,1.7648806657316711
2020-12-18,1.76219731982253
2020-12-21,1.7919931971503895
2020-12-22,1.7572819269028255
2020-12-23,1.7701018464873566
2020-12-24,1.7642886973196452
2020-12-25,1.7745026023356045
2020-12-28,1.7698513899208514
2020-12-29,1.761934469864424
2020-12-30,1.7806622421821203
2020-12-31,1.8091192447195434
2021-01-04,1.8427644356461261
2021-01-05,1.867902417892206
2021-01-06,1.8711874906527195
2021-01-07,1.8844109305668544
2021-01-08,1.8775412793199944
2021-01-11,1.8511780052144213
2021-01-12,1.8866860468730429
2021-01-13,1.880749032333456
2021-01-14,1.8625839710533654
2021-01-15,1.8572694662631821
2021-01-18,1.8842305188388029
2021-01-19,1.865838816622262
2021-01-20,1.8871724506587628
2021-01-21,1.91369945798009
2021-01-22,1.9150152557283906
2021-01-25,1.9172293425225935
2021-01-26,1.8895103382629224
2021-01-27,1.8891873443500062
2021-01-28,1.8483826575989917
2021-01-29,1.8341770853905313
2021-02-01,1.8533154968382581
2021-02-02,1.8632523303536515
2021-02-03,1.8430263605842938
2021-02-04,1.8312099386085054
2021-02-05,1.8103159376021716
2021-02-08,1.8358898524189748
2021-02-09,1.869686930780905
2021-02-10,1.8876482433428519
2021-02-18,1.8809713045843217
2021-02-19,1.8869279593516488
2021-02-22,1.8651650619881566
2021-02-23,1.8666391616776195
2021-02-24,1.8467649327838307
2021-02-25,1.8396401676075922
2021-02-26,1.7951145121027168
2021-03-01,1.8391343334933308
2021-03-02,1.8236334762591397
2021-03-03,1.84931659374746
2021-03-04,1.791301567319265
2021-03-05,1.7894364900790367
2021-03-08,1.7233204942234008
2021-03-09,1.6703622847034694
2021-03-10,1.6706493457539804
2021-03-11,1.7176240088586079
2021-03-12,1.7147708174851346
2021-03-15,1.6745448436313553
2021-03-16,1.6785091602246127
2021-03-17,1.6962332979953987
2021-03-18,1.7106133583224536
2021-03-19,1.6815596401646393
2021-03-22,1.699529749490669
2021-03-23,1.685340252302572
2021-03-24,1.6593344477708052
2021-03-25,1.6647444059544256
2021-03-26,1.7001944560952118
2021-03-29,1.7007641953179093
2021-03-30,1.712965162225477
2021-03-31,1.7058238774503485
2021-04-01,1.7353766034097302
2021-04-02,1.7631720009971805
2021-04-06,1.7574004601144548
2021-04-07,1.7528458773745654
2021-04-08,1.757289691154107
2021-04-09,1.741249281534172
2021-04-12,1.7082379282710785
2021-04-13,1.7065343843690002
2021-04-14,1.7240220162337194
2021-04-15,1.720902311813351
2021-04-16,1.7266418028548127
2021-04-19,1.7675370813000544
2021-04-20,1.7634386115421576
2021-04-21,1.766349210353057
2021-04-22,1.7748570630764486
2021-04-23,1.7907417115754816
2021-04-26,1.7785978772378936
2021-04-27,1.7790326357807962
2021-04-28,1.802082700874544
2021-04-29,1.8076556030928017
2021-04-30,1.808176345620115
2021-05-06,1.7860346892477228
2021-05-07,1.751659693155074
2021-05-10,1.748707783511552
2021-05-11,1.7521002482444534
2021-05-12,1.7723914605820557
2021-05-13,1.7555651304733808
2021-05-14,1.7962796746781677
2021-05-17,1.8175938741883704
2021-05-18,1.815449472900249
2021-05-19,1.8210420556402869
2021-05-20,1.8227795383815675
2021-05-21,1.807592994115964
2021-05-24,1.819430559912793
2021-05-25,1.8620601916994346
2021-05-26,1.8573022215562072
2021-05-27,1.8834380066017626
2021-05-28,1.8789177673448318
2021-05-31,1.9008578483438512
2021-06-01,1.9058982617680578
2021-06-02,1.8860849969345437
2021-06-03,1.872439414854275
2021-06-04,1.8920743253943946
2021-06-07,1.8985696399342684
2021-06-08,1.8876343976671366
2021-06-09,1.8903846465024572
2021-06-10,1.9170205168608987
2021-06-11,1.9033257845915128
2021-06-15,1.889767514348442
2021-06-16,1.8496768678717685
2021-06-17,1.891660020379099
2021-06-18,1.9088223297321216
2021-06-21,1.9157912621583326
2021-06-22,1.9224142405955336
2021-06-23,1.9526288742297007
2021-06-24,1.939505640037813
2021-06-25,1.9666772381720827
2021-06-28,1.980420319894055
2021-06-29,1.9640530730889678
2021-06-30,1.9925515897907538
2021-07-01,1.9716589199720642
2021-07-02,1.9321225935094737
2021-07-05,1.9533325272668474
2021-07-06,1.94339399073408
2021-07-07,1.9746083114250588
2021-07-08,1.979389088165331
2021-07-09,1.9792702719526354
2021-07-12,2.0151671109940836
2021-07-13,2.01006826195495
2021-07-14,1.9916830536094932
2021-07-15,2.0078134129283844
2021-07-16,1.9883812473517724
2021-07-19,1.9887300787946565
2021-07-20,1.9958627866670318
2021-07-21,2.0323247408822738
2021-07-22,2.04409902028776
2021-07-23,2.029652426827447
2021-07-26,1.9881867961694284
2021-07-27,1.937139344362619
2021-07-28,1.923632605125596
2021-07-29,1.9871737689532245
2021-07-30,1.9913495990970154
2021-08-02,1.9983282706176797
2021-08-03,1.9810349996969785
2021-08-04,2.004904489806002
2021-08-05,2.0006131542737866
2021-08-06,1.9960294131201999
2021-08-09,1.9778162334419445
2021-08-10,1.982555458885572
2021-08-11,1.9848527276549517
2021-08-12,1.9936004077458314
2021-08-13,1.985860875136024
2021-08-16,1.9903276836593473
2021-08-17,1.96465943862124
2021-08-18,1.9728450940864672
2021-08-19,1.9732739802907084
2021-08-20,1.9674874926401613
2021-08-23,1.9866962437438478
2021-08-24,2.007541781817708
2021-08-25,2.00806231454411
2021-08-26,1.9904538792584403
2021-08-27,2.005042250830676
2021-08-30,2.0070693645665503
2021-08-31,2.0039445418170114
2021-09-01,2.0041753025543017
2021-09-02,2.0081051073740146
2021-09-03,2.001223691029385
2021-09-06,2.023381396450265
2021-09-07,2.04097009575549
2021-09-08,2.0312285580678227
2021-09-09,2.0319774081088493
2021-09-10,2.0495168480612898
2021-09-13,2.037748120622125
2021-09-14,2.025842269095623
2021-09-15,2.024822938532366
2021-09-16,1.9949441873781444
2021-09-17,1.9868389632060577
2021-09-22,2.0016521261701077
2021-09-23,2.0050506712731875
2021-09-24,1.9908524515318433
2021-09-27,1.9774527500110666
2021-09-28,1.971274068569912
2021-09-29,1.9489046754709227
2021-09-30,1.9540531407577817
2021-10-08,1.969038044063043
2021-10-11,1.9622427064023176
2021-10-12,1.9444462333527748
2021-10-13,1.956947958112966
2021-10-14,1.9669649807344158
2021-10-15,1.9784453773566755
2021-10-18,1.9606023850742595
2021-10-19,1.972590023234896
2021-10-20,1.9672139497734085
2021-10-21,1.9681942364851563
2021-10-22,1.9769040711646955
2021-10-25,1.9829295617866642
2021-10-26,1.9851694416515575
2021-10-27,1.9650766957515633
2021-10-28,1.964956962227518
2021-10-29,1.9750537808022635
2021-11-01,1.9751805152506987
2021-11-02,1.9756700804664795
2021-11-03,1.9672729728486529
2021-11-04,1.9766745292171222
2021-11-05,1.981288333271377
2021-11-08,1.986222191730791
2021-11-09,1.9975922859091522
2021-11-10,1.9946759098129592
2021-11-11,2.0251162617276623
2021-11-12,2.0274281172157274
2021-11-15,2.017240318716849
2021-11-16,2.0123395252182092
2021-11-17,2.014230079823328
2021-11-18,2.009652087944568
2021-11-19,2.0224522727958156
2021-11-22,2.033915517095616
2021-11-23,2.0209286212431192
2021-11-24,2.017183697962077
2021-11-25,2.0155841468640467
2021-11-26,2.0060687532354313
2021-11-29,2.004185688452301
2021-11-30,2.0043891640012808
2021-12-01,2.0053652019394654
2021-12-02,2.0001816270600847
2021-12-03,2.0152285805506795
2021-12-06,2.0109440404586225
2021-12-07,2.0031283555404396
2021-12-08,2.0266593109321
2021-12-09,2.0358049569362593
2021-12-10,2.0305843664927914
2021-12-13,2.0381380663662103
2021-12-14,2.032107063089416
2021-12-15,2.01556129594655
2021-12-16,2.0295194041262667
2021-12-17,2.0178675251998475
2021-12-20,1.9948609913215818
2021-12-21,1.9986206762521455
2021-12-22,2.002198058535015
